what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ResourceNavigator",1694005213120
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005216674
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005217431
executed,command,org.eclipse.ltk.ui.refactoring,3.7.200.v20140625-1835,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1694005217438
closed,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005217459
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005230488
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005231060
executed,command,org.eclipse.ltk.ui.refactoring,3.7.200.v20140625-1835,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1694005231067
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005236215
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005236511
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005236608
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005236920
closed,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1694005255143
activated,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1694005256314
activated,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ResourceNavigator",1694005257557
opened,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005260671
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005260766
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.201.v20160129-0947,"org.eclipse.equinox.p2.extensionlocation",1694005268722
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.500.v20150423-1455,"org.eclipse.equinox.p2.updatesite",1694005272980
started,bundle,org.eclipse.equinox.p2.publisher,1.4.0.v20141117-0929,"org.eclipse.equinox.p2.publisher",1694005272984
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005273845
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005273948
error,log,,,"Provisioning exception",1694005274214
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.300.v20150423-1455,"org.eclipse.equinox.p2.touchpoint.eclipse",1694005285358
started,bundle,org.eclipse.equinox.p2.director,2.3.200.v20150423-1455,"org.eclipse.equinox.p2.director",1694005285699
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20131115-1210,"org.eclipse.equinox.p2.garbagecollector",1694005285706
activated,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ResourceNavigator",1694005289655
started,bundle,org.eclipse.mylyn.java.tasks,3.16.0.v20150522-2252,"org.eclipse.mylyn.java.tasks",1694005302706
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005303353
activated,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ResourceNavigator",1694005318142
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005338885
closed,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005339727
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005339758
executed,command,org.eclipse.ltk.ui.refactoring,3.7.200.v20140625-1835,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1694005339777
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005345638
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005350569
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005351267
executed,command,org.eclipse.ltk.ui.refactoring,3.7.200.v20140625-1835,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1694005351274
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005355859
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005356845
opened,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005367055
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005367341
activated,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ResourceNavigator",1694005380248
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005381394
closed,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005381973
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005382002
executed,command,org.eclipse.ltk.ui.refactoring,3.7.200.v20140625-1835,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1694005382015
executed,command,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.edit.undo",1694005387577
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005391247
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005403172
opened,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005442823
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005442920
opened,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005469654
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005469729
activated,view,org.eclipse.mylyn.tasks.ui,3.16.0.v20150609-0543,"org.eclipse.mylyn.tasks.ui.views.tasks",1694005497716
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005497836
activated,view,org.eclipse.ui.views,3.8.0.v20150422-0725,"org.eclipse.ui.views.ContentOutline",1694005500101
activated,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005500178
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005595676
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005595766
executed,command,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.edit.text.java.open.editor",1694005620889
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005640452
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005659512
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005660735
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005661822
closed,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.AllMarkersView",1694005661874
closed,view,org.eclipse.ui.navigator.resources,3.5.1.v20160128-1644,"org.eclipse.ui.navigator.ProjectExplorer",1694005661884
closed,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ResourceNavigator",1694005661918
closed,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ProblemView",1694005661940
closed,view,org.eclipse.mylyn.tasks.ui,3.16.0.v20150609-0543,"org.eclipse.mylyn.tasks.ui.views.tasks",1694005661957
closed,view,org.eclipse.ui.views,3.8.0.v20150422-0725,"org.eclipse.ui.views.ContentOutline",1694005661974
closed,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005661992
closed,editor,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.CompilationUnitEditor",1694005662013
closed,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1694005662136
stopped,bundle,org.eclipse.m2e.logback.configuration,1.6.0.20150526-2032,"org.eclipse.m2e.logback.configuration",1694005662363
stopped,bundle,org.eclipse.recommenders.apidocs.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.apidocs.rcp",1694005662364
stopped,bundle,org.eclipse.recommenders.snipmatch.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.snipmatch.rcp",1694005662365
stopped,bundle,org.eclipse.recommenders.coordinates.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.coordinates.rcp",1694005662367
stopped,bundle,org.eclipse.recommenders.snipmatch,2.2.0.v20150609-1848,"org.eclipse.recommenders.snipmatch",1694005662368
stopped,bundle,org.eclipse.recommenders.models,2.2.0.v20150609-1848,"org.eclipse.recommenders.models",1694005662368
stopped,bundle,org.eclipse.recommenders.coordinates,2.2.0.v20150609-1848,"org.eclipse.recommenders.coordinates",1694005662369
stopped,bundle,cucumber.eclipse.editor,1.0.0.202107150747,"cucumber.eclipse.editor",1694005662370
stopped,bundle,cucumber.eclipse.steps.jdt,1.0.0.202107150747,"cucumber.eclipse.steps.jdt",1694005662371
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1694005662372
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1694005662374
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1694005662375
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1694005662376
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1694005662377
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1694005662377
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1694005662378
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1694005662379
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1694005662379
stopped,bundle,org.eclipse.egit.doc,4.1.1.201511131810-r,"org.eclipse.egit.doc",1694005662380
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.200.v20131227-1524,"org.eclipse.ui.cheatsheets",1694005662380
stopped,bundle,org.eclipse.help.ui,4.0.100.v20140401-0608,"org.eclipse.help.ui",1694005662381
stopped,bundle,org.eclipse.help.webapp,3.7.0.v20150425-0643,"org.eclipse.help.webapp",1694005662382
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1694005662382
stopped,bundle,org.eclipse.ui.intro.universal,3.2.800.v20150325-0952,"org.eclipse.ui.intro.universal",1694005662382
stopped,bundle,org.eclipse.wtp.epp.package.jee.intro,1.3.0.v201006142040,"org.eclipse.wtp.epp.package.jee.intro",1694005662382
stopped,bundle,org.eclipse.ui.intro,3.4.300.v20141007-1449,"org.eclipse.ui.intro",1694005662382
stopped,bundle,org.eclipse.help.base,4.0.301.v20160212-1500,"org.eclipse.help.base",1694005662382
stopped,bundle,org.eclipse.equinox.http.jetty,3.1.2.v20160115-1350,"org.eclipse.equinox.http.jetty",1694005662384
stopped,bundle,org.eclipse.recommenders.chain.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.chain.rcp",1694005662385
stopped,bundle,org.eclipse.recommenders.completion.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.completion.rcp",1694005662386
stopped,bundle,org.eclipse.recommenders.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.rcp",1694005662386
stopped,bundle,org.eclipse.recommenders.injection,2.2.0.v20150609-1848,"org.eclipse.recommenders.injection",1694005662387
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.600.v201008171516,"org.eclipse.jst.ws.axis.creation.ui",1694005662388
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1694005662388
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1694005662389
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1694005662390
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1694005662390
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1694005662391
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.ui",1694005662392
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.510.v201011041151,"org.eclipse.jst.ws.creation.ui",1694005662393
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1694005662393
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.302.v201101191731,"org.eclipse.jst.ws.consumption.ui",1694005662394
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1694005662394
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1694005662395
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1694005662395
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.507.v201004220342,"org.eclipse.wst.ws.explorer",1694005662396
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1694005662397
stopped,bundle,org.eclipse.wst.server.preview,1.1.100.v20091208,"org.eclipse.wst.server.preview",1694005662397
stopped,bundle,org.eclipse.mylyn.git.ui,1.8.0.v20150602-0359,"org.eclipse.mylyn.git.ui",1694005662399
stopped,bundle,org.eclipse.mylyn.git.core,1.8.0.v20150525-1956,"org.eclipse.mylyn.git.core",1694005662400
stopped,bundle,org.eclipse.oomph.setup.editor,1.1.0.v20150610-0851,"org.eclipse.oomph.setup.editor",1694005662401
stopped,bundle,org.eclipse.oomph.resources.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.resources.edit",1694005662402
stopped,bundle,org.eclipse.oomph.workingsets.editor,1.1.0.v20150609-1034,"org.eclipse.oomph.workingsets.editor",1694005662403
stopped,bundle,org.eclipse.oomph.workingsets.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.workingsets.edit",1694005662403
stopped,bundle,org.eclipse.oomph.predicates.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.predicates.edit",1694005662404
stopped,bundle,org.eclipse.oomph.resources,1.1.0.v20150609-0914,"org.eclipse.oomph.resources",1694005662404
stopped,bundle,org.eclipse.oomph.workingsets,1.1.0.v20150609-0914,"org.eclipse.oomph.workingsets",1694005662404
stopped,bundle,org.eclipse.oomph.predicates,1.1.0.v20150609-0914,"org.eclipse.oomph.predicates",1694005662404
stopped,bundle,org.eclipse.egit.mylyn.ui,4.1.1.201511131810-r,"org.eclipse.egit.mylyn.ui",1694005662405
stopped,bundle,org.eclipse.egit.ui,4.1.1.201511131810-r,"org.eclipse.egit.ui",1694005662405
stopped,bundle,org.eclipse.egit.core,4.1.1.201511131810-r,"org.eclipse.egit.core",1694005662405
stopped,bundle,org.eclipse.jgit.archive,4.1.1.201511131810-r,"org.eclipse.jgit.archive",1694005662406
stopped,bundle,org.eclipse.jgit,4.1.1.201511131810-r,"org.eclipse.jgit",1694005662406
stopped,bundle,org.eclipse.m2e.discovery,1.6.2.20150902-0002,"org.eclipse.m2e.discovery",1694005662406
stopped,bundle,org.eclipse.m2e.editor,1.6.2.20150902-0002,"org.eclipse.m2e.editor",1694005662406
stopped,bundle,org.eclipse.m2e.editor.xml,1.6.2.20150902-0002,"org.eclipse.m2e.editor.xml",1694005662406
stopped,bundle,org.eclipse.m2e.wtp,1.2.1.20150819-2220,"org.eclipse.m2e.wtp",1694005662406
stopped,bundle,org.eclipse.m2e.jdt,1.6.2.20150902-0002,"org.eclipse.m2e.jdt",1694005662406
stopped,bundle,org.eclipse.m2e.launching,1.6.2.20150902-0002,"org.eclipse.m2e.launching",1694005662407
stopped,bundle,org.eclipse.m2e.profiles.ui,1.6.2.20150902-0002,"org.eclipse.m2e.profiles.ui",1694005662408
stopped,bundle,org.eclipse.m2e.refactoring,1.6.2.20150902-0002,"org.eclipse.m2e.refactoring",1694005662408
stopped,bundle,org.eclipse.m2e.profiles.core,1.6.2.20150902-0002,"org.eclipse.m2e.profiles.core",1694005662409
stopped,bundle,org.eclipse.m2e.wtp.overlay.ui,1.2.1.20150819-2220,"org.eclipse.m2e.wtp.overlay.ui",1694005662409
stopped,bundle,org.eclipse.m2e.wtp.overlay,1.2.1.20150819-2220,"org.eclipse.m2e.wtp.overlay",1694005662410
stopped,bundle,org.eclipse.m2e.core.ui,1.6.2.20150902-0002,"org.eclipse.m2e.core.ui",1694005662410
stopped,bundle,org.eclipse.m2e.core,1.6.2.20150902-0002,"org.eclipse.m2e.core",1694005662425
stopped,bundle,org.eclipse.epp.logging.aeri.ui,1.0.0.v20150617-0732,"org.eclipse.epp.logging.aeri.ui",1694005662425
stopped,bundle,org.eclipse.mylyn.hudson.ui,1.8.0.v20150525-1955,"org.eclipse.mylyn.hudson.ui",1694005662426
stopped,bundle,org.eclipse.mylyn.hudson.core,1.8.0.v20150525-1955,"org.eclipse.mylyn.hudson.core",1694005662427
stopped,bundle,org.eclipse.mylyn.context.tasks.ui,3.16.0.v20150522-2252,"org.eclipse.mylyn.context.tasks.ui",1694005662427
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.16.0.v20150525-2001,"org.eclipse.mylyn.bugzilla.ui",1694005662427
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.16.0.v20150525-2001,"org.eclipse.mylyn.bugzilla.core",1694005662427
stopped,bundle,org.eclipse.mylyn.builds.ui,1.8.0.v20150525-1955,"org.eclipse.mylyn.builds.ui",1694005662428
stopped,bundle,org.eclipse.mylyn.help.ui,3.16.0.v20150525-2001,"org.eclipse.mylyn.help.ui",1694005662428
stopped,bundle,org.eclipse.mylyn.java.tasks,3.16.0.v20150522-2252,"org.eclipse.mylyn.java.tasks",1694005662428
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.16.0.v20150525-2001,"org.eclipse.mylyn.tasks.bugs",1694005662429
stopped,bundle,org.eclipse.mylyn.tasks.index.core,3.16.0.v20150525-2001,"org.eclipse.mylyn.tasks.index.core",1694005662429
stopped,bundle,org.eclipse.mylyn.team.ui,3.16.0.v20150522-2252,"org.eclipse.mylyn.team.ui",1694005662429
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1694005662429
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.16.0.v20150609-0543,"org.eclipse.mylyn.tasks.ui",1694005662431
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1694005662433
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1694005662435
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1694005662438
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1694005662439
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1694005662440
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1694005662441
stopped,bundle,org.eclipse.mylyn.ide.ant,3.16.0.v20150522-2252,"org.eclipse.mylyn.ide.ant",1694005662441
stopped,bundle,org.eclipse.ant.ui,3.6.101.v20160203-1242,"org.eclipse.ant.ui",1694005662442
stopped,bundle,org.eclipse.ant.launching,1.1.101.v20160203-1242,"org.eclipse.ant.launching",1694005662442
stopped,bundle,org.eclipse.compare.win32,1.0.200.v20130514-1224,"org.eclipse.compare.win32",1694005662443
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.400.v20150423-1455,"org.eclipse.equinox.p2.ui.sdk",1694005662443
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1694005662444
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1694005662445
stopped,bundle,org.eclipse.mylyn.java.ui,3.16.0.v20150522-2252,"org.eclipse.mylyn.java.ui",1694005662446
stopped,bundle,org.eclipse.jdt.junit,3.8.0.v20150428-1340,"org.eclipse.jdt.junit",1694005662446
stopped,bundle,org.eclipse.jdt.apt.ui,3.4.0.v20150423-0947,"org.eclipse.jdt.apt.ui",1694005662447
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1694005662447
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1694005662448
stopped,bundle,org.eclipse.jdt.debug.ui,3.7.101.v20160203-1236,"org.eclipse.jdt.debug.ui",1694005662448
stopped,bundle,org.eclipse.jst.common.annotations.ui,1.1.300.v201002081900,"org.eclipse.jst.common.annotations.ui",1694005662449
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1694005662450
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.502.v201101121843,"org.eclipse.jst.ejb.ui",1694005662451
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1694005662451
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1694005662451
