what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.e4.core.contexts,1.4.0.v20150828-0818,"org.eclipse.e4.core.contexts",1682446792913
started,bundle,org.eclipse.e4.core.di,1.5.0.v20150421-2214,"org.eclipse.e4.core.di",1682446792913
started,bundle,org.eclipse.e4.core.di.extensions,0.13.0.v20150421-2214,"org.eclipse.e4.core.di.extensions",1682446792914
started,bundle,org.eclipse.e4.core.services,2.0.0.v20150403-1912,"org.eclipse.e4.core.services",1682446792914
started,bundle,org.eclipse.e4.ui.bindings,0.11.0.v20150422-0725,"org.eclipse.e4.ui.bindings",1682446792915
started,bundle,org.eclipse.e4.ui.css.swt,0.12.0.v20150511-1003,"org.eclipse.e4.ui.css.swt",1682446792915
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.10.0.v20150422-0725,"org.eclipse.e4.ui.css.swt.theme",1682446792916
started,bundle,org.eclipse.e4.ui.di,1.1.0.v20150422-0725,"org.eclipse.e4.ui.di",1682446792916
started,bundle,org.eclipse.e4.ui.model.workbench,1.1.100.v20150407-1430,"org.eclipse.e4.ui.model.workbench",1682446792917
started,bundle,org.eclipse.e4.ui.services,1.2.0.v20150422-0725,"org.eclipse.e4.ui.services",1682446792917
started,bundle,org.eclipse.e4.ui.workbench,1.3.1.v20160203-0951,"org.eclipse.e4.ui.workbench",1682446792918
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.2.0.v20150512-1414,"org.eclipse.e4.ui.workbench.addons.swt",1682446792919
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.13.0.v20150901-1347,"org.eclipse.e4.ui.workbench.renderers.swt",1682446792923
started,bundle,org.eclipse.e4.ui.workbench.swt,0.13.0.v20150504-0621,"org.eclipse.e4.ui.workbench.swt",1682446792923
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1682446792925
started,bundle,org.eclipse.emf.common,2.11.1.v20160208-0816,"org.eclipse.emf.common",1682446792925
started,bundle,org.eclipse.emf.ecore,2.11.2.v20160208-0816,"org.eclipse.emf.ecore",1682446792925
started,bundle,org.eclipse.emf.ecore.xmi,2.11.1.v20160208-0816,"org.eclipse.emf.ecore.xmi",1682446792925
started,bundle,org.eclipse.epp.logging.aeri.ui,1.0.0.v20150617-0732,"org.eclipse.epp.logging.aeri.ui",1682446792926
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1682446792926
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1682446792927
started,bundle,org.eclipse.equinox.app,1.3.300.v20150423-1356,"org.eclipse.equinox.app",1682446792927
started,bundle,org.eclipse.equinox.common,3.7.0.v20150402-1709,"org.eclipse.equinox.common",1682446792928
started,bundle,org.eclipse.equinox.console,1.1.100.v20141023-1406,"org.eclipse.equinox.console",1682446792928
started,bundle,org.eclipse.equinox.ds,1.4.300.v20150423-1356,"org.eclipse.equinox.ds",1682446792929
started,bundle,org.eclipse.equinox.event,1.3.100.v20140115-1647,"org.eclipse.equinox.event",1682446792930
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1682446792930
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.400.v20150513-2116,"org.eclipse.equinox.p2.artifact.repository",1682446792930
started,bundle,org.eclipse.equinox.p2.core,2.4.0.v20150527-1706,"org.eclipse.equinox.p2.core",1682446792930
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.1.100.v20150423-1455,"org.eclipse.equinox.p2.directorywatcher",1682446792930
started,bundle,org.eclipse.equinox.p2.engine,2.4.0.v20150511-1532,"org.eclipse.equinox.p2.engine",1682446792931
started,bundle,org.eclipse.equinox.p2.metadata,2.3.0.v20150511-1532,"org.eclipse.equinox.p2.metadata",1682446792931
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.200.v20150428-1613,"org.eclipse.equinox.p2.metadata.repository",1682446792932
started,bundle,org.eclipse.equinox.p2.operations,2.4.100.v20150423-1455,"org.eclipse.equinox.p2.operations",1682446792932
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.300.v20150423-1455,"org.eclipse.equinox.p2.reconciler.dropins",1682446792933
started,bundle,org.eclipse.equinox.p2.repository,2.3.100.v20150428-1613,"org.eclipse.equinox.p2.repository",1682446792933
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.1.100.v20150521-1342,"org.eclipse.equinox.p2.transport.ecf",1682446792933
started,bundle,org.eclipse.equinox.p2.ui,2.4.0.v20150425-0422,"org.eclipse.equinox.p2.ui",1682446792934
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.2.100.v20150423-1455,"org.eclipse.equinox.p2.ui.sdk.scheduler",1682446792935
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.updatechecker",1682446792936
started,bundle,org.eclipse.equinox.preferences,3.5.300.v20150408-1437,"org.eclipse.equinox.preferences",1682446792936
started,bundle,org.eclipse.equinox.registry,3.6.0.v20150318-1503,"org.eclipse.equinox.registry",1682446792937
started,bundle,org.eclipse.equinox.security,1.2.100.v20150423-1356,"org.eclipse.equinox.security",1682446792937
started,bundle,org.eclipse.equinox.util,1.0.500.v20130404-1337,"org.eclipse.equinox.util",1682446792939
started,bundle,org.eclipse.help,3.6.0.v20130326-1254,"org.eclipse.help",1682446792939
started,bundle,org.eclipse.jdt.core,3.11.2.v20160128-0629,"org.eclipse.jdt.core",1682446792940
started,bundle,org.eclipse.jdt.core.manipulation,1.5.100.v20141002-1241,"org.eclipse.jdt.core.manipulation",1682446792940
started,bundle,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui",1682446792942
started,bundle,org.eclipse.jface,3.11.1.v20160128-1644,"org.eclipse.jface",1682446792942
started,bundle,org.eclipse.jsch.core,1.2.0.v20141202-1415,"org.eclipse.jsch.core",1682446792942
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1682446792942
started,bundle,org.eclipse.m2e.logback.configuration,1.6.0.20150526-2032,"org.eclipse.m2e.logback.configuration",1682446792942
started,bundle,org.eclipse.mylyn.bugzilla.core,3.16.0.v20150525-2001,"org.eclipse.mylyn.bugzilla.core",1682446792943
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.16.0.v20150525-2001,"org.eclipse.mylyn.bugzilla.ui",1682446792944
started,bundle,org.eclipse.mylyn.builds.ui,1.8.0.v20150525-1955,"org.eclipse.mylyn.builds.ui",1682446792944
started,bundle,org.eclipse.mylyn.commons.core,3.16.0.v20150526-1951,"org.eclipse.mylyn.commons.core",1682446792944
started,bundle,org.eclipse.mylyn.commons.net,3.16.0.v20150526-1951,"org.eclipse.mylyn.commons.net",1682446792944
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.8.0.v20150526-1951,"org.eclipse.mylyn.commons.notifications.core",1682446792944
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.8.0.v20150526-1951,"org.eclipse.mylyn.commons.notifications.feed",1682446792945
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.8.0.v20150602-2344,"org.eclipse.mylyn.commons.notifications.ui",1682446792946
started,bundle,org.eclipse.mylyn.commons.repositories.ui,1.8.0.v20150526-1951,"org.eclipse.mylyn.commons.repositories.ui",1682446792947
started,bundle,org.eclipse.mylyn.commons.ui,3.16.0.v20150609-0602,"org.eclipse.mylyn.commons.ui",1682446792947
started,bundle,org.eclipse.mylyn.commons.workbench,3.16.0.v20150526-1951,"org.eclipse.mylyn.commons.workbench",1682446792948
started,bundle,org.eclipse.mylyn.context.core,3.16.0.v20150522-2252,"org.eclipse.mylyn.context.core",1682446792948
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.16.0.v20150522-2252,"org.eclipse.mylyn.context.tasks.ui",1682446792948
started,bundle,org.eclipse.mylyn.monitor.ui,3.16.0.v20150526-1951,"org.eclipse.mylyn.monitor.ui",1682446792949
started,bundle,org.eclipse.mylyn.tasks.index.core,3.16.0.v20150525-2001,"org.eclipse.mylyn.tasks.index.core",1682446792950
started,bundle,org.eclipse.mylyn.tasks.ui,3.16.0.v20150609-0543,"org.eclipse.mylyn.tasks.ui",1682446792950
started,bundle,org.eclipse.mylyn.team.ui,3.16.0.v20150522-2252,"org.eclipse.mylyn.team.ui",1682446792950
started,bundle,org.eclipse.oomph.base,1.1.0.v20150609-0914,"org.eclipse.oomph.base",1682446792951
started,bundle,org.eclipse.oomph.base.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.base.edit",1682446792952
started,bundle,org.eclipse.oomph.jreinfo.ui,1.1.0.v20150610-0629,"org.eclipse.oomph.jreinfo.ui",1682446792954
started,bundle,org.eclipse.oomph.p2,1.1.0.v20150609-0914,"org.eclipse.oomph.p2",1682446792954
started,bundle,org.eclipse.oomph.p2.core,1.1.0.v20150610-1534,"org.eclipse.oomph.p2.core",1682446792955
started,bundle,org.eclipse.oomph.p2.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.p2.edit",1682446792955
started,bundle,org.eclipse.oomph.p2.ui,1.1.0.v20150609-0951,"org.eclipse.oomph.p2.ui",1682446792956
started,bundle,org.eclipse.oomph.predicates,1.1.0.v20150609-0914,"org.eclipse.oomph.predicates",1682446792957
started,bundle,org.eclipse.oomph.predicates.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.predicates.edit",1682446792958
started,bundle,org.eclipse.oomph.preferences,1.1.0.v20150609-1259,"org.eclipse.oomph.preferences",1682446792958
started,bundle,org.eclipse.oomph.resources,1.1.0.v20150609-0914,"org.eclipse.oomph.resources",1682446792959
started,bundle,org.eclipse.oomph.setup,1.1.0.v20150610-1559,"org.eclipse.oomph.setup",1682446792959
started,bundle,org.eclipse.oomph.setup.core,1.1.0.v20150610-0657,"org.eclipse.oomph.setup.core",1682446792959
started,bundle,org.eclipse.oomph.setup.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.setup.edit",1682446792960
started,bundle,org.eclipse.oomph.setup.p2,1.1.0.v20150609-0914,"org.eclipse.oomph.setup.p2",1682446792960
started,bundle,org.eclipse.oomph.setup.ui,1.1.0.v20150610-1349,"org.eclipse.oomph.setup.ui",1682446792960
started,bundle,org.eclipse.oomph.ui,1.1.0.v20150610-0617,"org.eclipse.oomph.ui",1682446792962
started,bundle,org.eclipse.oomph.util,1.1.0.v20150610-0617,"org.eclipse.oomph.util",1682446792963
started,bundle,org.eclipse.oomph.workingsets,1.1.0.v20150609-0914,"org.eclipse.oomph.workingsets",1682446792963
started,bundle,org.eclipse.oomph.workingsets.editor,1.1.0.v20150609-1034,"org.eclipse.oomph.workingsets.editor",1682446792963
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1682446792964
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1682446792965
started,bundle,org.eclipse.search,3.10.0.v20150318-0856,"org.eclipse.search",1682446792966
started,bundle,org.eclipse.team.core,3.7.100.v20150203-1452,"org.eclipse.team.core",1682446792968
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1682446792969
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1682446792970
started,bundle,org.eclipse.team.ui,3.7.200.v20150203-1452,"org.eclipse.team.ui",1682446792972
started,bundle,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui",1682446792973
started,bundle,org.eclipse.ui.console,3.6.100.v20150822-1912,"org.eclipse.ui.console",1682446792974
started,bundle,org.eclipse.ui.editors,3.9.0.v20150213-1939,"org.eclipse.ui.editors",1682446792975
started,bundle,org.eclipse.ui.forms,3.6.200.v20150506-2029,"org.eclipse.ui.forms",1682446792975
started,bundle,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.ide",1682446792976
started,bundle,org.eclipse.ui.ide.application,1.1.0.v20150422-0725,"org.eclipse.ui.ide.application",1682446792976
started,bundle,org.eclipse.ui.intro,3.4.300.v20141007-1449,"org.eclipse.ui.intro",1682446792977
started,bundle,org.eclipse.ui.intro.universal,3.2.800.v20150325-0952,"org.eclipse.ui.intro.universal",1682446792977
started,bundle,org.eclipse.ui.monitoring,1.0.0.v20150512-1436,"org.eclipse.ui.monitoring",1682446792977
started,bundle,org.eclipse.ui.net,1.2.200.v20120807-0927,"org.eclipse.ui.net",1682446792978
started,bundle,org.eclipse.ui.themes,1.1.1.v20151026-1355,"org.eclipse.ui.themes",1682446792978
started,bundle,org.eclipse.ui.views,3.8.0.v20150422-0725,"org.eclipse.ui.views",1682446792979
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1682446792979
started,bundle,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"org.eclipse.ui.workbench",1682446792989
started,bundle,org.eclipse.ui.workbench.texteditor,3.9.100.v20141023-1946,"org.eclipse.ui.workbench.texteditor",1682446792990
started,bundle,org.eclipse.update.configurator,3.3.300.v20140518-1928,"org.eclipse.update.configurator",1682446792991
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1682446792995
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1682446792996
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1682446792996
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1682446792997
started,bundle,org.eclipse.ecf,3.7.0.v20151130-0157,"org.eclipse.ecf",1682446793002
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20151130-0157,"org.eclipse.ecf.filetransfer",1682446793003
started,bundle,org.eclipse.ecf.identity,3.6.0.v20151130-0157,"org.eclipse.ecf.identity",1682446793004
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.200.v20151130-0157,"org.eclipse.ecf.provider.filetransfer",1682446793005
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient4,1.1.0.v20151130-0157,"org.eclipse.ecf.provider.filetransfer.httpclient4",1682446793006
started,bundle,org.eclipse.emf.common.ui,2.10.1.v20160208-0841,"org.eclipse.emf.common.ui",1682446793006
started,bundle,org.eclipse.emf.edit,2.11.1.v20160208-0841,"org.eclipse.emf.edit",1682446793006
started,bundle,org.eclipse.m2e.discovery,1.6.2.20150902-0002,"org.eclipse.m2e.discovery",1682446793007
os,sysinfo,,,"win32",1682446793011
arch,sysinfo,,,"x86_64",1682446793011
ws,sysinfo,,,"win32",1682446793011
locale,sysinfo,,,"pt_BR",1682446793011
processors,sysinfo,,,"8",1682446793011
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1682446793011
java.runtime.version,sysinfo,,,"1.8.0_331-b09",1682446793011
java.specification.name,sysinfo,,,"Java Platform api Specification",1682446793011
java.specification.vendor,sysinfo,,,"Oracle Corporation",1682446793011
java.specification.version,sysinfo,,,"1.8",1682446793011
java.vendor,sysinfo,,,"Oracle Corporation",1682446793011
java.version,sysinfo,,,"1.8.0_331",1682446793011
java.vm.info,sysinfo,,,"mixed mode",1682446793011
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1682446793011
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1682446793011
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1682446793011
java.vm.specification.version,sysinfo,,,"1.8",1682446793011
java.vm.vendor,sysinfo,,,"Oracle Corporation",1682446793011
java.vm.version,sysinfo,,,"25.331-b09",1682446793011
deactivated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1682446803835
activated,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1682446803928
closed,view,org.eclipse.mylyn.tasks.ui,3.16.0.v20150609-0543,"org.eclipse.mylyn.tasks.ui.views.tasks",1682446815627
closed,view,org.eclipse.ui.views,3.8.0.v20150422-0725,"org.eclipse.ui.views.ContentOutline",1682446815657
closed,view,org.eclipse.ui.ide,3.11.0.v20150825-2158,"org.eclipse.ui.views.ProblemView",1682446815672
closed,view,org.eclipse.jdt.ui,3.11.2.v20151123-1510,"org.eclipse.jdt.ui.PackageExplorer",1682446815689
closed,view,org.eclipse.ui,3.107.0.v20150507-1945,"org.eclipse.ui.internal.introview",1682446815709
closed,workbench,org.eclipse.ui.workbench,3.107.1.v20160120-2131,"",1682446815857
stopped,bundle,org.eclipse.m2e.logback.configuration,1.6.0.20150526-2032,"org.eclipse.m2e.logback.configuration",1682446816225
stopped,bundle,org.eclipse.recommenders.apidocs.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.apidocs.rcp",1682446816226
stopped,bundle,org.eclipse.recommenders.snipmatch.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.snipmatch.rcp",1682446816227
stopped,bundle,org.eclipse.recommenders.coordinates.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.coordinates.rcp",1682446816228
stopped,bundle,org.eclipse.recommenders.snipmatch,2.2.0.v20150609-1848,"org.eclipse.recommenders.snipmatch",1682446816229
stopped,bundle,org.eclipse.recommenders.models,2.2.0.v20150609-1848,"org.eclipse.recommenders.models",1682446816230
stopped,bundle,org.eclipse.recommenders.coordinates,2.2.0.v20150609-1848,"org.eclipse.recommenders.coordinates",1682446816233
stopped,bundle,cucumber.eclipse.editor,1.0.0.202107150747,"cucumber.eclipse.editor",1682446816235
stopped,bundle,cucumber.eclipse.steps.jdt,1.0.0.202107150747,"cucumber.eclipse.steps.jdt",1682446816237
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1682446816238
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1682446816239
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1682446816240
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1682446816241
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1682446816242
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1682446816243
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1682446816244
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1682446816245
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1682446816246
stopped,bundle,org.eclipse.egit.doc,4.1.1.201511131810-r,"org.eclipse.egit.doc",1682446816247
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.200.v20131227-1524,"org.eclipse.ui.cheatsheets",1682446816250
stopped,bundle,org.eclipse.help.ui,4.0.100.v20140401-0608,"org.eclipse.help.ui",1682446816251
stopped,bundle,org.eclipse.help.webapp,3.7.0.v20150425-0643,"org.eclipse.help.webapp",1682446816252
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1682446816252
stopped,bundle,org.eclipse.ui.intro.universal,3.2.800.v20150325-0952,"org.eclipse.ui.intro.universal",1682446816252
stopped,bundle,org.eclipse.wtp.epp.package.jee.intro,1.3.0.v201006142040,"org.eclipse.wtp.epp.package.jee.intro",1682446816253
stopped,bundle,org.eclipse.ui.intro,3.4.300.v20141007-1449,"org.eclipse.ui.intro",1682446816253
stopped,bundle,org.eclipse.help.base,4.0.301.v20160212-1500,"org.eclipse.help.base",1682446816253
stopped,bundle,org.eclipse.equinox.http.jetty,3.1.2.v20160115-1350,"org.eclipse.equinox.http.jetty",1682446816254
stopped,bundle,org.eclipse.recommenders.chain.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.chain.rcp",1682446816255
stopped,bundle,org.eclipse.recommenders.completion.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.completion.rcp",1682446816256
stopped,bundle,org.eclipse.recommenders.rcp,2.2.0.v20150609-1848,"org.eclipse.recommenders.rcp",1682446816256
stopped,bundle,org.eclipse.recommenders.injection,2.2.0.v20150609-1848,"org.eclipse.recommenders.injection",1682446816257
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.600.v201008171516,"org.eclipse.jst.ws.axis.creation.ui",1682446816257
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1682446816258
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1682446816259
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1682446816259
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1682446816260
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1682446816260
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.ui",1682446816261
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.510.v201011041151,"org.eclipse.jst.ws.creation.ui",1682446816261
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1682446816263
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.302.v201101191731,"org.eclipse.jst.ws.consumption.ui",1682446816267
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1682446816267
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1682446816268
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1682446816269
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.507.v201004220342,"org.eclipse.wst.ws.explorer",1682446816271
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1682446816271
stopped,bundle,org.eclipse.wst.server.preview,1.1.100.v20091208,"org.eclipse.wst.server.preview",1682446816272
stopped,bundle,org.eclipse.mylyn.git.ui,1.8.0.v20150602-0359,"org.eclipse.mylyn.git.ui",1682446816273
stopped,bundle,org.eclipse.mylyn.git.core,1.8.0.v20150525-1956,"org.eclipse.mylyn.git.core",1682446816274
stopped,bundle,org.eclipse.oomph.setup.editor,1.1.0.v20150610-0851,"org.eclipse.oomph.setup.editor",1682446816275
stopped,bundle,org.eclipse.oomph.resources.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.resources.edit",1682446816275
stopped,bundle,org.eclipse.oomph.workingsets.editor,1.1.0.v20150609-1034,"org.eclipse.oomph.workingsets.editor",1682446816276
stopped,bundle,org.eclipse.oomph.workingsets.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.workingsets.edit",1682446816277
stopped,bundle,org.eclipse.oomph.predicates.edit,1.1.0.v20150609-0914,"org.eclipse.oomph.predicates.edit",1682446816277
stopped,bundle,org.eclipse.oomph.resources,1.1.0.v20150609-0914,"org.eclipse.oomph.resources",1682446816277
stopped,bundle,org.eclipse.oomph.workingsets,1.1.0.v20150609-0914,"org.eclipse.oomph.workingsets",1682446816277
stopped,bundle,org.eclipse.oomph.predicates,1.1.0.v20150609-0914,"org.eclipse.oomph.predicates",1682446816277
stopped,bundle,org.eclipse.egit.mylyn.ui,4.1.1.201511131810-r,"org.eclipse.egit.mylyn.ui",1682446816279
stopped,bundle,org.eclipse.egit.ui,4.1.1.201511131810-r,"org.eclipse.egit.ui",1682446816281
stopped,bundle,org.eclipse.egit.core,4.1.1.201511131810-r,"org.eclipse.egit.core",1682446816284
stopped,bundle,org.eclipse.jgit.archive,4.1.1.201511131810-r,"org.eclipse.jgit.archive",1682446816285
stopped,bundle,org.eclipse.jgit,4.1.1.201511131810-r,"org.eclipse.jgit",1682446816285
stopped,bundle,org.eclipse.m2e.discovery,1.6.2.20150902-0002,"org.eclipse.m2e.discovery",1682446816286
stopped,bundle,org.eclipse.m2e.editor,1.6.2.20150902-0002,"org.eclipse.m2e.editor",1682446816286
stopped,bundle,org.eclipse.m2e.editor.xml,1.6.2.20150902-0002,"org.eclipse.m2e.editor.xml",1682446816287
stopped,bundle,org.eclipse.m2e.wtp,1.2.1.20150819-2220,"org.eclipse.m2e.wtp",1682446816287
stopped,bundle,org.eclipse.m2e.jdt,1.6.2.20150902-0002,"org.eclipse.m2e.jdt",1682446816289
stopped,bundle,org.eclipse.m2e.launching,1.6.2.20150902-0002,"org.eclipse.m2e.launching",1682446816290
stopped,bundle,org.eclipse.m2e.profiles.ui,1.6.2.20150902-0002,"org.eclipse.m2e.profiles.ui",1682446816291
stopped,bundle,org.eclipse.m2e.refactoring,1.6.2.20150902-0002,"org.eclipse.m2e.refactoring",1682446816291
